title,rating,body
"In the new world of covid, this is like having a thermometer in the medicine cabinet",5,"Easy to use, and a great value. Never really thought about a device like this until covid, and then finding them was scarce. Picked up 2 heading into flu season. Starts up quick, seems to be accurate, however, I have no way of comparing it to anything."
Oximeter,5,The oximeter works perfectly. It seems to be totally accurate. I used it on the fingers and the toes. I think it was a very good deal for the price. I would highly recommend the oximeter for anyone who wants to keep tabs on their oxygen level and pulse rate.
Easy to use,5,I liked this Santamedical pulse oximeter...easy to use and it does not fall off my finger....Only thing I was disappointed in was the cheap satchel to keep it in and the flimsy ribbon attached to device.....that could certainly use some cosmetic improvements.
Precise when compared to hospital medical equipment.,5,The display shows all you need for O2 and more. It even tracks that it's placed correctly.
Great product,5,"I would highly recommend this product. It is easy to use and very helpful. Your blood oxygen level should be above 90, which is something the directions don't say. It also gives your BPM which is very nice. It is good quality,  very easy to read, and easy to use."
Monitor Health at Home,5,"Product received was as described, huge bonus it included 2 AAA batteries AND a case. Love that it measures oxygen saturation, PI% and heart rate (BPM).  Came with detailed instructions and a lanyard.  Turns off automatically so I don't have to think about it. Recommended!"
Excellent instrument to help give my physician daily info on my health.,5,"I used this odometer to confirm pulse rates from my blood pressure cuff, and to give my PCP a listing of important healthcare markers before discussing with her.  She found the daily reporting with easy to use instruments like this odometer to be helpful."
Very helpful when sick,5,"I like that this has the heartbeat pattern and a perfusion index so that I could see if it was getting a good reading.  I got it in case someone in the family got COVID-19.  When I was sick with COVID-19 a couple of months later, it was reassuring for me to see that my body was maintaining adequate oxygen saturation as part of monitoring my own symptoms while isolating and treating myself at home."
Excellent oximeter,5,Well constructed.  Fast readout.  Compared it to the one used n the hospital and the readings were the same for both blood pressure and oxygen levels.  I like that it shuts off after 10 sec to save battery lifeI would recommend the oximeter
"Works great - easy to use, clear digital readout",5,"The Oximeter works great. Easy to use, clear digital printout. Function and quality of the Oximeter are great.The directions for attaching the lanyard show that it is supposed to feed through the little holes in the Oximeter. I spent about 45 minutes trying to feed the little string through those holes. I tried all 4 holes, but it just doesn't work. The carrying case is nice, though, and there is a place there to easily attach the lanyard, so that's what I settled for. If the lanyard really is supposed to attach to the device, that part of the design doesn't work!"
